item_id,category,repo,file,composable,evidence,snippet,verdict,notes
pilot-0178,missing_semantics_role,THEbluefirestudios__memeboard-fdroid,THEbluefirestudios__memeboard-fdroid/app/src/main/java/com/bluefirestudios/memeboard/MainActivity.kt,SoundButton,.clickable without Role,"@OptIn(ExperimentalFoundationApi::class)
@Composable
fun SoundButton(
    sound: SoundItem,
    isEditMode: Boolean,
    isDragged: Boolean,
    onRemove: () -> Unit,
    onRename: () -> Unit,
    onClick: () -> Unit,
    onBoundsReported: (rootX: Float, rootY: Float, w: Float, h: Float) -> Unit
) {
    val haptic = LocalHapticFeedback.current

    LaunchedEffect(isDragged) {
        if (isDragged) haptic.performHapticFeedback(HapticFeedbackType.LongPress)
    }",,
pilot-0066,error_state_no_semantics,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/login/ui/LoginScreen.kt,LoginScreen,isError set without semantics { error(...) },"
@Composable
fun LoginScreen(viewModel: LoginViewModel, onNavigateToDashboard: () -> Unit) {
    val state by viewModel.state.collectAsStateWithLifecycle()

    LoginScreen(
        state = state,
        onEmailChanged = { viewModel.dispatch(LoginAction.ChangeEmail(it)) },
        onPasswordChanged = { viewModel.dispatch(LoginAction.ChangePassword(it)) },
        onPasswordImeAction = { viewModel.dispatch(LoginAction.ClickImePasswordDone) },
        onClickLogin = { viewModel.dispatch(LoginAction.ClickLogin) }
    )

    HandleEffect(viewModel) {
        when (it) {
            LoginEffect.NavigateToDashboard -> {",,
pilot-0004,clickable_icon_not_iconbutton,jordond__MaterialKolor,jordond__MaterialKolor/builder/shared/src/commonMain/kotlin/com/materialkolor/builder/ui/home/components/ContrastSelector.kt,ContrastButton,Icon made clickable directly instead of IconButton,"
@Composable
private fun ContrastButton(
    contrast: Contrast,
    isSelected: Boolean,
    onClick: () -> Unit,
    modifier: Modifier = Modifier,
) {
    val containerColor by animateColorAsState(
        if (isSelected) MaterialTheme.colorScheme.tertiary
        else MaterialTheme.colorScheme.tertiaryContainer,
    )

    val contentColor by animateColorAsState(
        if (isSelected) MaterialTheme.colorScheme.onTertiary
        else MaterialTheme.colorScheme.onTertiaryContainer,",,
pilot-0160,missing_merge_descendants,zhishengplus__ZhishengWeather,zhishengplus__ZhishengWeather/app/src/main/kotlin/com/zhisheng/weather/ui/ContributorsDialog.kt,ContributorsDialog,"clickable Row with 2 Text children, no mergeDescendants","
@Composable
fun ContributorsDialog(onClose: () -> Unit) {
    Dialog(
        onDismissRequest = onClose,
        properties = DialogProperties(usePlatformDefaultWidth = false),
    ) {
        BoxWithConstraints(
            modifier = Modifier
                .fillMaxSize()
                .background(ZhishengBg.copy(alpha = 0.82f))
                .safeDrawingPadding()
                .padding(12.dp),
            contentAlignment = Alignment.Center,
        ) {
            val panelMaxHeight = minOf(maxHeight - 24.dp, 620.dp)",,
pilot-0098,missing_content_description,Dking08__croc-app,Dking08__croc-app/app/src/main/java/com/dking/crocapp/ui/components/TransferProgressCard.kt,TransferHeader,contentDescription = null,"
@Composable
private fun TransferHeader(
    icon: androidx.compose.ui.graphics.vector.ImageVector,
    iconTint: androidx.compose.ui.graphics.Color,
    iconBackground: androidx.compose.ui.graphics.Color,
    title: String,
    subtitle: String?,
    titleColor: androidx.compose.ui.graphics.Color = MaterialTheme.colorScheme.onSurface,
    showLegacyBadge: Boolean = false
) {
    Row(
        modifier = Modifier.fillMaxWidth(),
        verticalAlignment = Alignment.CenterVertically
    ) {
        Box(",,
pilot-0072,error_state_no_semantics,SachinRupani__LoginWithJetpackCompose,SachinRupani__LoginWithJetpackCompose/app/src/main/java/com/jodhpurtechies/composelogin/ui/screens/unauthenticated/registration/RegistrationInputs.kt,RegistrationInputs,isError set without semantics { error(...) },"
@Composable
fun RegistrationInputs(
    registrationState: RegistrationState,
    onEmailIdChange: (String) -> Unit,
    onMobileNumberChange: (String) -> Unit,
    onPasswordChange: (String) -> Unit,
    onConfirmPasswordChange: (String) -> Unit,
    onSubmit: () -> Unit,
) {
    // Login Inputs Section
    Column(modifier = Modifier.fillMaxWidth()) {

        // Email ID
        EmailTextField(
            modifier = Modifier",,
pilot-0007,clickable_icon_not_iconbutton,zhishengplus__ZhishengWeather,zhishengplus__ZhishengWeather/app/src/main/kotlin/com/zhisheng/weather/ui/RadarScreen.kt,RadarIconAction,Icon made clickable directly instead of IconButton,"
@Composable
private fun RadarIconAction(icon: ImageVector, description: String, onClick: () -> Unit) {
    val palette = LocalZhishengPalette.current
    Box(
        Modifier.size(44.dp).background(palette.surface.copy(alpha = 0.94f)).border(1.dp, palette.cardBorder)
            .clickable(role = Role.Button, onClickLabel = description, onClick = onClick),
        contentAlignment = Alignment.Center,
    ) {
        Icon(icon, contentDescription = null, tint = palette.text)
    }
}

@Composable
private fun RadarTextAction(label: String, description: String, onClick: () -> Unit) {
    val palette = LocalZhishengPalette.current",,
pilot-0263,textfield_no_label,norsehorse-dev__BurnPonyAndroid,norsehorse-dev__BurnPonyAndroid/app/src/main/kotlin/com/burnpony/app/ui/settings/SettingsScreen.kt,SettingsScreen,TextField with placeholder but no label,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun SettingsScreen(
    viewModel: SettingsViewModel,
    onOpenLegal: (LegalDocument) -> Unit,
) {
    val context = LocalContext.current
    val serverBaseUrl by viewModel.serverBaseUrl.collectAsStateWithLifecycle()
    val serverField by viewModel.serverField.collectAsStateWithLifecycle()
    val serverProblem by viewModel.serverProblem.collectAsStateWithLifecycle()
    val proxyMode by viewModel.proxyMode.collectAsStateWithLifecycle()
    val proxyHost by viewModel.proxyHost.collectAsStateWithLifecycle()
    val proxyPort by viewModel.proxyPort.collectAsStateWithLifecycle()
    val proxyUsername by viewModel.proxyUsername.collectAsStateWithLifecycle()
    val proxyPassword by viewModel.proxyPassword.collectAsStateWithLifecycle()
",,
pilot-0172,missing_semantics_role,Darkrock-Studios__FastTrack,Darkrock-Studios__FastTrack/app/src/main/java/com/darkrockstudios/apps/fasttrack/screens/settings/SettingsScreen.kt,SettingsActionItem,.clickable without Role,"
@Composable
private fun SettingsActionItem(
	@StringRes headline: Int,
	@StringRes details: Int,
	onClick: () -> Unit
) {
	ListItem(
		headlineContent = {
			Text(
				text = stringResource(id = headline),
				style = MaterialTheme.typography.labelLarge,
				fontWeight = FontWeight.Bold
			)
		},
		supportingContent = {",,
pilot-0196,missing_state_description,alorma__Compose-Settings,alorma__Compose-Settings/samples/shared/src/commonMain/kotlin/com/alorma/compose/settings/sample/shared/SettingsScreenExpressive.kt,SettingsCheckboxSampleSectionExpressive,Checkbox without stateDescription,"@OptIn(ExperimentalMaterial3ExpressiveApi::class)
@Composable
private fun SettingsCheckboxSampleSectionExpressive(
  colors: ListItemColors,
) {
  SampleSection(
    title = ""SettingsCheckbox (Expressive)"",
    verticalArrangement = Arrangement.spacedBy(ListItemDefaults.SegmentedGap),
  ) {
    val state = remember { mutableStateOf(false) }
    SettingsCheckbox(
      state = state.value,
      colors = colors,
      shapes = ListItemDefaults.segmentedShapes(0, 2),
      title = { Text(text = ""Checkbox"") },
      subtitle = { Text(text = ""Checkbox subtitle"") },",,
pilot-0154,missing_merge_descendants,jordond__MaterialKolor,jordond__MaterialKolor/builder/shared/src/commonMain/kotlin/com/materialkolor/builder/ui/components/ColorPicker.kt,ColorPickerDialog,"clickable Row with 2 Text children, no mergeDescendants","
@Composable
fun ColorPickerDialog(
    state: ColorPickerState?,
    onColorChanged: (Color) -> Unit,
    onDismiss: () -> Unit,
    toggleMode: () -> Unit,
    selectImage: () -> Unit,
    modifier: Modifier = Modifier,
    controller: ColorPickerController = rememberColorPickerController(),
) {
    if (state != null) {
        ColorPickerDialog(
            state = state,
            onColorChanged = onColorChanged,
            onConfirm = onDismiss,",,
pilot-0159,missing_merge_descendants,MohamadOday__iris-gallery,MohamadOday__iris-gallery/app/src/main/java/com/iris/gallery/ui/ExifEditorSheet.kt,ExifEditorSheet,"clickable Column with 2 Text children, no mergeDescendants","@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun ExifEditorSheet(
    image: MediaImage,
    exif: ExifMetadata?,
    onDismiss: () -> Unit,
    onSave: (ExifEditRequest) -> Unit,
) {
    val sheetState = rememberModalBottomSheetState(skipPartiallyExpanded = true)
    val dateFormat = remember { SimpleDateFormat(""yyyy-MM-dd HH:mm"", Locale.getDefault()) }

    var selectedTab by remember { mutableIntStateOf(0) }
    var showStripDialog by remember { mutableStateOf(false) }

    // File & MediaStore State
    var fileName by remember(image.id) { mutableStateOf(image.name) }",,
pilot-0193,missing_state_description,isotjs__todosian-app,isotjs__todosian-app/app/src/main/java/com/isotjs/todosian/ui/settings/SettingsScreen.kt,SettingsScreen,Switch without stateDescription,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun SettingsScreen(
    fileRepository: FileRepository,
    appSettingsRepository: AppSettingsRepository,
    preferencesManager: PreferencesManager,
    onBack: () -> Unit,
    onRequireOnboarding: () -> Unit,
    modifier: Modifier = Modifier,
) {
    val viewModel: SettingsViewModel = viewModel(
        factory = SettingsViewModelFactory(fileRepository),
    )

    var showChangelogSheet by remember { mutableStateOf(false) }
",,
pilot-0170,missing_semantics_role,iOrchid__android-jetpack-demo,iOrchid__android-jetpack-demo/compose/src/main/java/org/zhiwei/compose/screen/basic/SurfaceShapeClickable.kt,SurfaceCase,.clickable without Role," */
@Composable
private fun SurfaceCase() {
    Text(text = ""Surface"", fontSize = 20.sp, fontWeight = FontWeight.Bold)
    Text(
        text = ""1、Surface可理解为绘制面板，它可对其内部控件进行形状的裁剪。"",
        fontSize = 12.sp,
        fontWeight = FontWeight.Light
    )
    //使用同一个modifier的基本图形，来设置不同的shape
    Row {
        val modifier = Modifier
            .aspectRatio(1.0f)//宽高比1:1
            .weight(1f)//让内部每个compose组件都占据相等的权重空间
            .padding(12.dp)//加个padding
        //注意compose的shape选择，是androidx.compose包下的，而不是Android传统graphic包下的。当然你选错了IDE也会提示。",,
pilot-0062,error_state_no_semantics,IacobIonut01__ReFra,IacobIonut01__ReFra/app/src/main/kotlin/com/dot/gallery/cloud/ui/CloudAddServerScreen.kt,ServerStep,isError set without semantics { error(...) },"
@Composable
private fun ServerStep(
    state: AddServerUiState,
    descriptor: com.dot.gallery.cloud.ui.descriptor.ProviderUiDescriptor,
    isUrlValid: Boolean,
    viewModel: CloudAccountsViewModel
) {
    AppTextField(
        value = state.serverUrl,
        onValueChange = viewModel::updateServerUrl,
        label = { Text(stringResource(R.string.cloud_server_url)) },
        placeholder = { Text(stringResource(descriptor.urlHintRes)) },
        modifier = frostedFieldModifier(),
        containerColor = Color.Transparent,
        singleLine = true,",,
pilot-0216,pointerinput_no_semantics,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/ui/screens/SettingsScreen.kt,HourlyTabConfigEditor,detectTapGestures without semantics/Role," */
@Composable
private fun HourlyTabConfigEditor(
    config: List<HourlyTabConfigItem>,
    onConfigChange: (List<HourlyTabConfigItem>) -> Unit,
) {
    var items by remember { mutableStateOf(config) }
    val density = LocalDensity.current
    val rowHeightPx = with(density) { 56.dp.toPx() }
    var draggingIndex by remember { mutableIntStateOf(-1) }
    var dragOffsetY by remember { mutableFloatStateOf(0f) }
    LaunchedEffect(config) {
        if (draggingIndex < 0 && config != items) items = config
    }

    fun commit(next: List<HourlyTabConfigItem>) {",,
pilot-0099,missing_content_description,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/app/src/main/java/com/blazecode/tsviewer/views/EditTextPreference.kt,EditTextPreference,Icon() without contentDescription,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun EditTextPreference(
    modifier: Modifier = Modifier,
    title: String,
    text: String? = null,
    placeholder: String? = null,
    icon: Painter? = null,
    showSummary: Boolean? = true,
    isPassword: Boolean? = false,
    isNumber: Boolean? = false,
    singleLine: Boolean = false,
    onTextChange: (String) -> Unit){

    val isDialogVisible = remember { mutableStateOf(false) }
    val prefilledText = text ?: """"",,
pilot-0008,clickable_icon_not_iconbutton,norsehorse-dev__BurnPonyAndroid,norsehorse-dev__BurnPonyAndroid/app/src/main/kotlin/com/burnpony/app/ui/compose/ComposeScreen.kt,OptionBadge,Icon made clickable directly instead of IconButton,"
@Composable
private fun OptionBadge(icon: ImageVector, onClick: () -> Unit) {
    Box(
        modifier = Modifier
            .size(32.dp)
            .background(BurnPonyTheme.fieldBackground, CircleShape)
            .border(1.dp, BurnPonyTheme.line, CircleShape)
            .clickable(onClick = onClick),
        contentAlignment = Alignment.Center,
    ) {
        Icon(icon, null, tint = BurnPonyTheme.ember, modifier = Modifier.size(15.dp))
    }
}

@Composable",,
pilot-0110,missing_heading_semantics,MohamadOday__iris-gallery,MohamadOday__iris-gallery/app/src/main/java/com/iris/gallery/ui/AboutScreen.kt,AboutScreen,headlineMedium text without heading(),"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun AboutScreen(
    padding: PaddingValues = PaddingValues(0.dp),
    onBack: () -> Unit
) {
    val context = LocalContext.current
    var eggClicks by remember { mutableIntStateOf(0) }
    var activeToast by remember { mutableStateOf<Toast?>(null) }
    var showEasterEggSheet by remember { mutableStateOf(false) }
    val sheetState = rememberModalBottomSheetState(skipPartiallyExpanded = true)
    val scope = rememberCoroutineScope()

    fun openUrl(url: String) {
        val intent = Intent(Intent.ACTION_VIEW, Uri.parse(url)).apply {
            addFlags(Intent.FLAG_ACTIVITY_NEW_TASK)",,
